10.000000 3403.120327
20.000000 3403.120210
30.000000 3403.119446
40.000000 3403.117339
50.000000 3403.113571
60.000000 3403.108271
70.000000 3403.101890
80.000000 3403.095078
90.000000 3403.088582
100.000000 3403.083186
110.000000 3403.079671
120.000000 3403.078786
130.000000 3403.081236
140.000000 3403.087677
150.000000 3403.098707
160.000000 3403.114865
170.000000 3403.136637
180.000000 3403.164451
190.000000 3403.198681
200.000000 3403.239648
210.000000 3403.287622
220.000000 3403.342825
230.000000 3403.405436
240.000000 3403.475587
250.000000 3403.553373
260.000000 3403.638851
270.000000 3403.732044
280.000000 3403.832944
290.000000 3403.941516
300.000000 3404.057699
